GI type                     Start                End            Length
islandpick_24_1         16495         57265         40771
islandpick_24_2         61684         80564         18881
islandpick_24_3         221576         232227         10652
islandpick_24_4         308878         323982         15105
islandpick_24_5         1166305         1181872         15568
islandpick_24_6         1188998         1215893         26896
islandpick_24_7         1819649         1829941         10293
islandpick_24_8         2249814         2264825         15012
islandpick_24_9         2566662         2581182         14521
islandpick_24_10         2642872         2654378         11507
islandpick_24_11         2815102         2823742         8641
islandpick_24_12         2868434         2882147         13714
islandpick_24_13         2888017         2900210         12194
islandpick_24_14         3183993         3193937         9945
islandpick_24_15         3206994         3219689         12696
islandpick_24_16         3613274         3621716         8443
islandpick_24_17         4065730         4076425         10696
islandpick_24_18         4516461         4529929         13469
islandpick_24_19         4543988         4563568         19581
islandpick_24_20         4580216         4588422         8207
islandpick_24_21         4796689         4807220         10532
islandpick_24_22         5278113         5304876         26764
islandpick_24_23         5327344         5343197         15854
islandpick_24_24         5347018         5356020         9003
islandpick_24_25         5366134         5374483         8350
islandpick_24_26         5383279         5392213         8935
islandpick_24_27         5392260         5413468         21209
islandpick_24_28         6145200         6154048         8849
negative_24_1         423485         432005         8521
negative_24_2         433373         442568         9196
negative_24_3         598162         615690         17529
negative_24_4         674760         705250         30491
negative_24_5         867320         876552         9233
negative_24_6         1040767         1052713         11947
negative_24_7         1234781         1244859         10079
negative_24_8         1351208         1368252         17045
negative_24_9         1410427         1421524         11098
negative_24_10         1559709         1576714         17006
negative_24_11         1611982         1621189         9208
negative_24_12         1648345         1656925         8581
negative_24_13         1660477         1668774         8298
negative_24_14         1688859         1698383         9525
negative_24_15         1698753         1707208         8456
negative_24_16         1707785         1716366         8582
negative_24_17         2160819         2174733         13915
negative_24_18         2310295         2319843         9549
negative_24_19         2414422         2427669         13248
negative_24_20         2508453         2520941         12489
negative_24_21         2524472         2533167         8696
negative_24_22         3804039         3818614         14576
negative_24_23         4118493         4132699         14207
negative_24_24         4189406         4199158         9753
negative_24_25         4494351         4502749         8399
negative_24_26         4968439         4980189         11751
negative_24_27         4981596         4992666         11071
negative_24_28         5005708         5020751         15044
negative_24_29         5023640         5040731         17092
negative_24_30         5052431         5081413         28983
negative_24_31         5454670         5466179         11510
negative_24_32         5593402         5608028         14627
negative_24_33         5681171         5689881         8711
negative_24_34         5840646         5849820         9175
negative_24_35         6221151         6231274         10124
negative_24_36         6250568         6260905         10338
negative_24_37         6377099         6387624         10526
